GTIN,상품분류코드,상품분류명,상품명(대표),상품명(국문),상품명(영문),상품명(기타),품목명,모델명,제품번호,회사정보,수입 상품 구분,국가정보,브랜드 소유회사,브랜드명,상품 단위,규격정보,상품 구성,포장단위별 수량,순중량(Net Weight),총중량(Gross Weight),가로(cm),세로(cm),높이(cm),과세형태,상품 형태,상품 포장 재질,분리배출표시,성인용 상품 여부,어린이용 상품 여부,보관 취급 주의사항,AS책임자(반품/교환주소),전화번호(교환문의),마케팅 문구,기타,원재료 전체텍스트,등록일시,수정일시,보정이미지 1000 JPG,보정이미지 1000 PNG,썸네일 250 JPG,썸네일 250 PNG,영양성분,특징(138829),최소연령(139040),낱개사이즈(139050),쿠션층(139051),형태(139052),기본구성(139073),조절기능(139074),브레이크(139075),특징(139082),매수(139160),두께(cm)(139264),바퀴수(139446),사용체중(kg)(139462),프레임(139480),색상(139546),음색(139647),출력(139648),건반수(139710),건반종류(139711),스케일(139746),캐릭터명(139786),방식(139952),구분(139969),용도(139970),사이즈(140012),프랭클린플래너 사이즈(140168),평량(g)(140181),출시(140198),재질(매트)(140222),특징(140223),표시자리(140301),형태(140309),바퀴(140378),조각수(개)(140403),저자(140667),출판사(140668),쪽수(140669),출간일(140671),정격전압(140674),세탁방법(140702),KC인증번호(140740),사용방법(140746),유통기간/품질유지기간(140807),KC인증 필 유무(140856),인쇄 발행일(140860),게임방법(140861),게임 구성품(140862),사용연령(140864),발행인(140865),KC인증정보(140870),재질/원료/성분명(140878),용도(140902),홈페이지 주소(140903),내열온도(140905),내냉온도(140906),영업신고(허가)번호(140921),인증/상세정보(140923),인증(140933),품질보증기간(140940),자가검사번호(140943),종류(140952),제조년월(140958),섬유제품 취급에 관한 표시(140959),최대하중(140961),섬유의 조성 및 혼용율(140962),제품특징(140963),사용용도(140964),가격(140966),길이(mm)(140968),보존제(140972),안전기준적합확인신고번호(140975),제형(140976),주요물질(140980),기타물질(140982),계면활성제(140983)
8802966050202,6010202,교육/문화용품>문구/사무용품>일반사무용품>스테이플러/침,화신 33호침 26/6 5000PCS,화신 33호침,WHASHIN NO 33 STAPLES,,,,,"구분=업소/업자|:|이름=화신공업(주) 영업소|:|주소=서울시 강서구 양천로 30길 123-11 (마곡동)
구분=수입제조|:|이름=화신공업(주)|:|주소=경기 파주시 탄현면 방촌로 486-6",수입제품,제조국=중국,화신공업(주) 영업소,화신|:|WHASHIN,단일,(용량)=5000PCS,,1,,168.0,11.3,2.7,4.0,,육면체형,,,N,N,"[[주의사항]]
# 녹 발생 할 수 있으니 습기찬 곳에 보관하지 마십시오.
# 내용물이 파손되기 쉬우니 충격을 가하지 마십시오.
# 특히 어린이의 손에 닿지 않는 곳에 보관하십시오.","구입처 및 판매원, 서울시 강서구 양천로 30길 123-11 (마곡동)",02-3662-3232,,"# WHASHIN
_ Choice & Choice
# 26/6
# B-001
# 이메일 : whashin@whashin.com",,2023-03-13 16:49:42,2023-03-25 07:00:07,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fdf74c60d-bcbf-4974-4b76-75d6f856f052%2Fdf74c60d-bcbf-4974-4b76-75d6f856f052_front_angle_1000.jpg?alt=media&token=e6f88b6a-4fff-4c10-9ea9-db9a7b43202b,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fdf74c60d-bcbf-4974-4b76-75d6f856f052%2Fdf74c60d-bcbf-4974-4b76-75d6f856f052_front_angle_1000.png?alt=media&token=e68b2b3f-383b-43bb-a085-d414dff3eca7,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fdf74c60d-bcbf-4974-4b76-75d6f856f052%2Fdf74c60d-bcbf-4974-4b76-75d6f856f052_front_angle_250.jpg?alt=media&token=8210df53-0fe1-4114-a1a5-0c09efed2080,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fdf74c60d-bcbf-4974-4b76-75d6f856f052%2Fdf74c60d-bcbf-4974-4b76-75d6f856f052_front_angle_250.png?alt=media&token=73ea7a05-7ba8-4227-94b8-94ad0dd8b0c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,재질 :: 아연도강선,,www.whashin.com,,,,,,,,,,,,,,,,,,,,,,
8802966090208,6010202,교육/문화용품>문구/사무용품>일반사무용품>스테이플러/침,WHASHIN 파워 135 스테플러,화신 파워135 스테플러,WHASHIN Power135 STAPLER,,,WS135,,"구분=업소/업자|:|이름=화신공업주식회사|:|주소=서울시 강서구 마곡동 360-1
구분=제조/생산|:|이름=화신공업주식회사 본사및공장|:|주소=인천시 서구 가좌동 602-38",국내제품,제조국=대한민국(국산),화신공업주식회사,WHASHIN|:|화신,단일,,,1,,157.0,13.2,2.5,5.0,,육면체형,,,N,N,,,02-3662-3232,"# Handy Type
# 스테플러의 자존심
# NEW
# 화신 파워 135 스테플러의 특징
_ 전 부분이 메탈구조로 가격이 경제적이며, 휴대에 간편합니다.
_ 안내홈의 거리가 좁아 신속한 작업이 가능합니다.
_ 사무용 스테플러로 내구성이 강하고 유선형 디자인을 강조하였습니다.
_ COPY 용지 약 20~25매 정도 찍을 수 있습니다.","# 화신공업주식회사
_ 사랑과 봉사의 50년
# 사용 가능 호침
_ WS 135는 NO.33(26/6)을 사용하세요. 
# 주력상품
_ 해외에서 인정받는 화신 33호침
# 상표 : 화신 (WHASHIN)
# 제품 사용시 불편한 사항이나 개선할 점은 e-mail : whashin@whashin.com으로 보내주십시오.",,2023-03-13 17:32:04,2023-03-25 07:00:07,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fccec240e-f9f4-4894-b58a-6bb5f1b414cf%2Fccec240e-f9f4-4894-b58a-6bb5f1b414cf_front_angle_1000.jpg?alt=media&token=53d57a41-168c-4a2e-a3fe-56a50239e832,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fccec240e-f9f4-4894-b58a-6bb5f1b414cf%2Fccec240e-f9f4-4894-b58a-6bb5f1b414cf_front_angle_1000.png?alt=media&token=c9831377-cfeb-4dec-a9c4-dd1c7fbdd709,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fccec240e-f9f4-4894-b58a-6bb5f1b414cf%2Fccec240e-f9f4-4894-b58a-6bb5f1b414cf_front_angle_250.jpg?alt=media&token=29e704c2-9ed4-44e4-90c6-420ec2163798,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fccec240e-f9f4-4894-b58a-6bb5f1b414cf%2Fccec240e-f9f4-4894-b58a-6bb5f1b414cf_front_angle_250.png?alt=media&token=db25419f-666b-4b08-b9e6-af436917ed92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,www.whashin.com,,,,,,,,,,,,,,,,,,,,,,
8801456142649,6010304,교육/문화용품>문구/사무용품>필기용품>매직/보드마카,DONG-A 둥근촉 유성매직 13 Red 12PCS ,둥근촉 유성매직,PERMANENT MARKER,,학용품(마킹펜),둥근촉 유성매직,,구분=제조/생산|:|이름=동아교재(주)|:|주소=대전광역시 대덕구 대화로 52번길 154,국내제품,제조국=대한민국(국산),동아교재(주),DONG-A,단일,(용량)=12PCS,,12,,203.0,15.0,3.0,10.0,,육면체형,,,N,Y,"[[사용상 주의사항]]
#1 용도 이외는 사용하지 마십시오. 
#2 입에 대거나 입에 넣고 빨면 안됩니다.
#3 심의 끝부분에 찔리지 않도록 주의를 기울여야 합니다. 
#4 36개월 미만 어린이 사용 시 반드시 어른의 감독 하에 사용하여야 하며, 사용 후에는 손이 닿지 않는 곳에 보관하여야 합니다.
#5 사용 후에 손을 씻어야 합니다. 
#6 떨어뜨리지 마십시오.
#7 화기에 가까이 두지 마십시오.
#8 직사광선과 고온을 피해야 합니다.
#9 케이스 모서리에 찔리거나 베이지 않도록 주의해야 합니다.
#10 어린이가 삼킬 수 있으니 주의를 기울여야 합니다. (질식, 호흡곤란) 
#11 경고! 질식위험이 있으니 입에 넣지 말것. 
#12 피부 분장용 사용금지.
#13 유성잉크를 사용해서 의복등에 오염되면 빠지지 않는 경우가 있습니다.
#14 사용 후 캡을 꼭 닫아 주십시오.

[[경고]]
# 3세 이하 사용금지
# 입에 넣지 마시오

[[Handling and Precautions]]
# Do not use it other than intended purpose.
# After use, close the cap tightly (Cap type)
# Do not put it under strong sunlight for a long time nor place it near flames.",,1544-9825 (동아교재(주)),"# ROUND NIB
# Quick-drying
# Recap after use","# DONG-A 
_ since 1946
# DP140",,2023-03-14 09:49:01,2023-03-28 07:00:08,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F33446c2e-5383-4043-8f6b-d9550193cde5%2F33446c2e-5383-4043-8f6b-d9550193cde5_front_angle_1000.jpg?alt=media&token=5b2b981e-5dcf-45b1-a5d0-e75279a4713a,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F33446c2e-5383-4043-8f6b-d9550193cde5%2F33446c2e-5383-4043-8f6b-d9550193cde5_front_angle_1000.png?alt=media&token=54130338-1c09-4041-ae5f-ebb692a6c57c,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F33446c2e-5383-4043-8f6b-d9550193cde5%2F33446c2e-5383-4043-8f6b-d9550193cde5_front_angle_250.jpg?alt=media&token=10685f36-97f8-49e0-9762-6d9716abaa49,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F33446c2e-5383-4043-8f6b-d9550193cde5%2F33446c2e-5383-4043-8f6b-d9550193cde5_front_angle_250.png?alt=media&token=66ee904f-2226-4446-8375-47ccce5630f0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB115F0001-0003,,,Y,,,,8세이상,,,,,www.dongapen.com,,,,,ACMI AP 인증,,,유성,,,,,,,,,,,,,,
8809231410822,6010208,교육/문화용품>문구/사무용품>일반사무용품>접착테이프,온케미칼 미색테이프 45mm x 25mm,미색테이프,,미색테이프25,미색테이프,,,"구분=업소/업자|:|이름=온테이프|:|주소=경북 칠곡군 동명면 금암중앙길 103
구분=제조/생산|:|이름=온케미칼|:|주소=",국내제품,제조국=대한민국(국산),온테이프,ON CHEMICAL|:|온테이프|:|온케미칼,단일,규격=45mm x 25mm,,1,,99.5,9.5,4.5,9.5,,원통형,,종이,N,N,"[[주의사항]]
# 직사광선이나 고온의 장소에서 보관을 피하십시오.",온케미칼 및 구입처,1899-8825 (온테이프),,,,2023-03-20 13:33:52,2023-04-11 07:00:08,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F47e52d38-5e8d-431e-8343-720dd599785b%2F47e52d38-5e8d-431e-8343-720dd599785b_front_angle_1000.jpg?alt=media&token=9a95e451-adec-427c-af49-d69a53438128,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F47e52d38-5e8d-431e-8343-720dd599785b%2F47e52d38-5e8d-431e-8343-720dd599785b_front_angle_1000.png?alt=media&token=4e2cf304-f595-4c1f-bd63-12f0d8430e2b,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F47e52d38-5e8d-431e-8343-720dd599785b%2F47e52d38-5e8d-431e-8343-720dd599785b_front_angle_250.jpg?alt=media&token=20acd61b-e8c0-4f58-85df-b3f878d1f9df,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F47e52d38-5e8d-431e-8343-720dd599785b%2F47e52d38-5e8d-431e-8343-720dd599785b_front_angle_250.png?alt=media&token=d82fe9e0-e2a5-40c9-a2fa-5dd0783ccf4d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8809231413243,6010208,교육/문화용품>문구/사무용품>일반사무용품>접착테이프,온케미칼 은박테이프 45mm x 3m,은박테이프,,,은박테이프,,,"구분=업소/업자|:|이름=온테이프|:|주소=경북 칠곡군 동명면 금암중앙길 103
구분=제조/생산|:|이름=온케미칼|:|주소=",국내제품,제조국=대한민국(국산),온테이프,ON CHEMICAL|:|온테이프|:|온케미칼,단일,규격=45mm x 3m ±0.2%,,1,,80.0,9.2,4.4,9.2,,원통형,,종이,N,N,"[[주의사항]]
# 직사광선이나 고온의 장소에서 보관을 피하십시오.",온케미칼 및 구입처,1899-8825 (온테이프),,# 디자인특허품,,2023-03-20 13:41:50,2023-04-11 07:00:08,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F383e045c-8351-41e6-16da-d99eac7c78ba%2F383e045c-8351-41e6-16da-d99eac7c78ba_front_angle_1000.jpg?alt=media&token=20fd6d35-6ee3-4380-b972-bfae970d3eee,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F383e045c-8351-41e6-16da-d99eac7c78ba%2F383e045c-8351-41e6-16da-d99eac7c78ba_front_angle_1000.png?alt=media&token=a66842b9-278f-48c5-a44c-2463a655fb84,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F383e045c-8351-41e6-16da-d99eac7c78ba%2F383e045c-8351-41e6-16da-d99eac7c78ba_front_angle_250.jpg?alt=media&token=349e34a8-b41a-4a4c-9f25-fa22eb6abe80,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F383e045c-8351-41e6-16da-d99eac7c78ba%2F383e045c-8351-41e6-16da-d99eac7c78ba_front_angle_250.png?alt=media&token=c95535a6-c04b-4303-9e5c-246f9be756fd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8809231413236,6010208,교육/문화용품>문구/사무용품>일반사무용품>접착테이프,온케미칼 천면테이프 45mm x 7m,천면테이프,,,천면테이프,,,"구분=업소/업자|:|이름=온테이프|:|주소=경북 칠곡군 동명면 금암중앙길 103
구분=제조/생산|:|이름=온케미칼|:|주소=",국내제품,제조국=대한민국(국산),온테이프,ON CHEMICAL|:|온테이프|:|온케미칼,단일,규격=45mm x 7m(±1.4%),,1,,119.5,9.4,4.4,9.4,,원통형,,종이,N,N,"[[주의사항]]
# 직사광선이나 고온의 장소에서 보관을 피하십시오.",온케미칼 및 구입처,070-8880-1628 (온테이프),,# 디자인특허품,,2023-03-20 13:47:11,2023-04-12 07:00:07,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fa0b4a56f-da7f-40e8-04b4-be15a7d04449%2Fa0b4a56f-da7f-40e8-04b4-be15a7d04449_front_angle_1000.jpg?alt=media&token=8be231a9-dd48-4313-a9de-ab42237ab530,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fa0b4a56f-da7f-40e8-04b4-be15a7d04449%2Fa0b4a56f-da7f-40e8-04b4-be15a7d04449_front_angle_1000.png?alt=media&token=212ac888-e8fe-47cb-ba47-98ea69ca4b89,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fa0b4a56f-da7f-40e8-04b4-be15a7d04449%2Fa0b4a56f-da7f-40e8-04b4-be15a7d04449_front_angle_250.jpg?alt=media&token=9290d98d-1bd9-49a2-a262-7f92e5dfba03,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fa0b4a56f-da7f-40e8-04b4-be15a7d04449%2Fa0b4a56f-da7f-40e8-04b4-be15a7d04449_front_angle_250.png?alt=media&token=e07d8704-5801-4db3-a22d-6aeb796f4770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8809231413229,6010208,교육/문화용품>문구/사무용품>일반사무용품>접착테이프,"온케미칼 양면테이프 45mm x (1,2,3,4)절",양면테이프,,"양면테이프 [1,2,3,4]절",양면테이프,,,"구분=업소/업자|:|이름=온테이프|:|주소=경북 칠곡군 동명면 금암중앙길 103
구분=제조/생산|:|이름=온케미칼|:|주소=",국내제품,제조국=대한민국(국산),온테이프,ON CHEMICAL|:|온테이프|:|온케미칼,단일,"규격=45mm x (1,2,3,4)절 (±1.2%)",,1,,87.5,9.2,4.4,9.2,,원통형,,종이,N,N,"[[주의사항]]
# 직사광선이나 고온의 장소에서 보관을 피하십시오.",온케미칼 및 구입처,1899-8825 (온테이프),,# 디자인특허품,,2023-03-20 13:51:52,2023-04-11 07:00:08,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F67a8e8d7-ba7c-4f83-824b-f2b030e76168%2F67a8e8d7-ba7c-4f83-824b-f2b030e76168_front_angle_1000.jpg?alt=media&token=1dba2557-a82d-406c-836d-392b1d1d6ce5,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F67a8e8d7-ba7c-4f83-824b-f2b030e76168%2F67a8e8d7-ba7c-4f83-824b-f2b030e76168_front_angle_1000.png?alt=media&token=a8ec93f9-2cfb-493d-8781-a3c1992f2cd3,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F67a8e8d7-ba7c-4f83-824b-f2b030e76168%2F67a8e8d7-ba7c-4f83-824b-f2b030e76168_front_angle_250.jpg?alt=media&token=c4a97273-bfdf-47ce-b9bd-60ecb9065af5,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F67a8e8d7-ba7c-4f83-824b-f2b030e76168%2F67a8e8d7-ba7c-4f83-824b-f2b030e76168_front_angle_250.png?alt=media&token=12329983-0959-4f43-ae7f-fd5775b80227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8809231410624,6010208,교육/문화용품>문구/사무용품>일반사무용품>접착테이프,온 케미칼 파트너 투명테이프 50mm x 100m,포장 테이프,,,포장 테이프,,,구분=제조/생산|:|이름=온케미칼|:|주소=,수입제품,원산지=중국,온케미칼,온 케미칼,단일,규격=50mm(48) x 100m,,1,,314.5,20.5,15.0,5.0,,봉지형,,,N,N,"[[기타 주의사항]]
# 직사광선이나 고온의 장소는 피할것.
# 변형방지를 위하여 가로쌓기는 피할것.",본사 및 구입처,1899-8825,,# 원자재 : 중국,,2023-03-20 14:00:17,2023-04-12 07:00:07,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F15442b32-a710-42f7-b738-e4e79239707e%2F15442b32-a710-42f7-b738-e4e79239707e_front_angle_1000.jpg?alt=media&token=4147d8d3-e7fe-4d0c-b145-825c0b203c9f,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F15442b32-a710-42f7-b738-e4e79239707e%2F15442b32-a710-42f7-b738-e4e79239707e_front_angle_1000.png?alt=media&token=093a2d33-e91a-4e7f-b6f6-e06e5c52eb46,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F15442b32-a710-42f7-b738-e4e79239707e%2F15442b32-a710-42f7-b738-e4e79239707e_front_angle_250.jpg?alt=media&token=47ab968c-510b-4d0a-bed1-b388a6792164,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F15442b32-a710-42f7-b738-e4e79239707e%2F15442b32-a710-42f7-b738-e4e79239707e_front_angle_250.png?alt=media&token=ab8e8083-eb18-4afb-a095-62aaed39b3c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,"재질 :: OPP필름, 접착제",,,,,,,,,,,,,,,,,,,,,,,,
8809277641389,6020101,교육/문화용품>완구>게임>보드게임,TOP YUNJIN 유희용 카드,TOP YUNJIN 유희용 카드,TOP YUNJIN PLAYING CARDS,,,,,구분=제조/판매|:|이름=TOP YUNJIN|:|주소=,수입제품,"제조국=대한민국(국산),일본",TOP YUNJIN,TOP YUNJIN|:|JPNAROYAL,단일,규격=브릿지 사이즈,,1,,140.5,6.5,2.2,9.5,,육면체형,,플라스틱(PS),N,N,"[[기타 주의사항]]
# 일본에서 생산된 원단에만 부착되는 홀로그램 입니다. 유사품에 주의하시고 품질, 수량 등을 반드시 확인 후 사용하시기 바랍니다.",,,"# 正品
# WORLD'S TOP QUALITY PVC PLAYING CARDS",# 1928700,,2023-03-21 13:19:27,2023-04-07 07:00:07,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F1afa2dd5-8d4a-4d56-903e-cabff8231ef8%2F1afa2dd5-8d4a-4d56-903e-cabff8231ef8_front_angle_1000.jpg?alt=media&token=4844e79a-ebc3-483d-bed2-6bbb050bb5c5,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F1afa2dd5-8d4a-4d56-903e-cabff8231ef8%2F1afa2dd5-8d4a-4d56-903e-cabff8231ef8_front_angle_1000.png?alt=media&token=741e0145-4abc-4861-9fa6-514820e9d240,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F1afa2dd5-8d4a-4d56-903e-cabff8231ef8%2F1afa2dd5-8d4a-4d56-903e-cabff8231ef8_front_angle_250.jpg?alt=media&token=7f17ad80-3cac-4115-9ed4-e9fdc0d55812,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F1afa2dd5-8d4a-4d56-903e-cabff8231ef8%2F1afa2dd5-8d4a-4d56-903e-cabff8231ef8_front_angle_250.png?alt=media&token=5edc0ed7-5be9-463a-b73a-d62b25d38d96,,,,,,,,,,,,,,,,블랙;그레이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,재질 :: 10% PVC 플라스틱,,,,,,,,,,,,,,,,,,,,,,,,
8809277641174,6020101,교육/문화용품>완구>게임>보드게임,JPNAROYAL 3중보안 유희용 캔 카드,JPNAROYAL 유희용 캔 카드,JPNAROYAL PLAYING CAN CARDS,,,,,구분=제조/판매|:|이름=JPNA|:|주소=,수입제품,원산지=일본,JPNA,JPNAROYAL,단일,규격=브릿지 사이즈,,1,,147.5,7.6,2.7,10.7,,육면체형,,"플라스틱(PVC),캔류(알미늄)",N,N,,,,"# WORLD'S TOP QUALITY PVC PLAYING CARDS
# 3중 보안카드
_ (사기 방지용 캔 카드)",,,2023-03-21 13:27:10,2023-04-12 07:00:07,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fdb6eba4e-1735-4e02-542b-1a5f1c689921%2Fdb6eba4e-1735-4e02-542b-1a5f1c689921_front_angle_1000.jpg?alt=media&token=66d20c91-5b55-4fd8-8903-604c2a0f4063,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fdb6eba4e-1735-4e02-542b-1a5f1c689921%2Fdb6eba4e-1735-4e02-542b-1a5f1c689921_front_angle_1000.png?alt=media&token=2b6c4d34-e717-42cb-b64f-9ac1b16e687d,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fdb6eba4e-1735-4e02-542b-1a5f1c689921%2Fdb6eba4e-1735-4e02-542b-1a5f1c689921_front_angle_250.jpg?alt=media&token=d03fcc36-a2b7-4aa9-91fa-7331af8d562e,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fdb6eba4e-1735-4e02-542b-1a5f1c689921%2Fdb6eba4e-1735-4e02-542b-1a5f1c689921_front_angle_250.png?alt=media&token=69a10789-da32-48ed-856e-b0122afcf257,,,,,,,,,,,,,,,,블랙;실버,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,재질 :: 100% 플라스틱 (캔:알루미늄),,,,,,,,,,,,,,,,,,,,,,,,
8809277641105,6020101,교육/문화용품>완구>게임>보드게임,JROYAL 유희용 카드,JROYAL 유희용 카드,JROYAL PLAYING CARDS,,,,,구분=제조/판매|:|이름=VIP|:|주소=,국내제품,원산지=대한민국(국산),VIP,JROYAL,단일,규격=브릿지 사이즈,,1,,138.0,6.5,2.2,9.5,,육면체형,,플라스틱(PS),N,N,,,,# WORLD'S TOP QUALITY PVC PLAYING CARDS,,,2023-03-21 13:32:36,2023-04-12 07:00:07,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F8304b921-f7ef-42b6-2d66-b31a48a3a41c%2F8304b921-f7ef-42b6-2d66-b31a48a3a41c_front_angle_1000.jpg?alt=media&token=5f301a24-a57c-47a7-9046-f6b04d404be5,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F8304b921-f7ef-42b6-2d66-b31a48a3a41c%2F8304b921-f7ef-42b6-2d66-b31a48a3a41c_front_angle_1000.png?alt=media&token=d1103263-3f67-4797-80f2-ea244e8b7670,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F8304b921-f7ef-42b6-2d66-b31a48a3a41c%2F8304b921-f7ef-42b6-2d66-b31a48a3a41c_front_angle_250.jpg?alt=media&token=4e4fac17-993e-4d34-a2fe-00181796cb25,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F8304b921-f7ef-42b6-2d66-b31a48a3a41c%2F8304b921-f7ef-42b6-2d66-b31a48a3a41c_front_angle_250.png?alt=media&token=ea0d77bc-b770-40a1-98d7-949f9797173f,,,,,,,,,,,,,,,,블랙;그레이,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,재질 :: 100% 플라스틱,,,,,,,,,,,,,,,,,,,,,,,,
8809243011017,6020101,교육/문화용품>완구>게임>보드게임,민속전통윷놀이,민속윷,,,HY3500민속윷,,,구분=수입판매|:|이름=한양교재|:|주소=전남 영광군 영광읍 학정리 330번지,수입제품,원산지=중국,한양교재,,단일,,,1,,121.0,9.6,2.0,20.0,,육면체형,,종이,N,N,,,010-4641-6900 (한양교재),"# 온가족 함께 윷놀이를...
# 최고급박달나무윷
# 즐거운 명절날 온가족과 함께...",,,2023-06-12 15:47:25,2023-06-21 07:00:06,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F8d12b531-1b4c-43d9-f2e0-e5f688210d52%2F8d12b531-1b4c-43d9-f2e0-e5f688210d52_front_angle_1000.jpg?alt=media&token=0d938ed2-6d98-431e-8d69-a2ccaf3f6809,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F8d12b531-1b4c-43d9-f2e0-e5f688210d52%2F8d12b531-1b4c-43d9-f2e0-e5f688210d52_front_angle_1000.png?alt=media&token=512f6783-540c-4dc2-a0d4-6f5ebe451e8f,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F8d12b531-1b4c-43d9-f2e0-e5f688210d52%2F8d12b531-1b4c-43d9-f2e0-e5f688210d52_front_angle_250.jpg?alt=media&token=106a6a47-29cc-47a0-b5b2-070987f2393c,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F8d12b531-1b4c-43d9-f2e0-e5f688210d52%2F8d12b531-1b4c-43d9-f2e0-e5f688210d52_front_angle_250.png?alt=media&token=a691d8c9-e2be-4d56-bdf1-baf0a95039fb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,"재질 :: 목재, PVC",,,,,,,,,,,,,,,,,,,,,,,,
