GTIN,상품분류코드,상품분류명,상품명(대표),상품명(국문),상품명(영문),상품명(기타),품목명,모델명,제품번호,회사정보,수입 상품 구분,국가정보,브랜드 소유회사,브랜드명,상품 단위,규격정보,상품 구성,포장단위별 수량,순중량(Net Weight),총중량(Gross Weight),가로(cm),세로(cm),높이(cm),과세형태,상품 형태,상품 포장 재질,분리배출표시,성인용 상품 여부,어린이용 상품 여부,보관 취급 주의사항,AS책임자(반품/교환주소),전화번호(교환문의),마케팅 문구,기타,원재료 전체텍스트,등록일시,수정일시,보정이미지 1000 JPG,보정이미지 1000 PNG,썸네일 250 JPG,썸네일 250 PNG,영양성분,부가기능(138677),렌즈색상(138768),자외선 차단기능(138769),렌즈종류(138770),선글라스종류(138771),길이(138773),주요소재(138774),장식(138775),주요소재(138776),종류(138777),갑피(138778),스마트폰 수납(138779),주요소재(138780),사이즈(138781),수하물규격(138782),솔(밑창) 재질(138783),주요소재(캐리어)(138784),종류(138785),부가특징(138786),부츠종류(138788),노트북수납(138789),토스타일(138790),프레임소재(138813),프레임형태(138814),종류(138815),헤어색상(138818),가발 종류(138819),아웃솔(138820),색상(138821),부가기능(138822),패턴(138830),주요소재(138832),안감(138840),주요소재(신발)(138844),굽높이(cm)(138958),모자 종류(138997),최소연령(139040),성별/연령(139132),색상(139546),부가기능(139553),최대 기압방수(139554),케이스 소재(139555),장식(139556),버클(139557),쿼츠 종류(139559),무브먼트(139560),글래스 소재(139561),케이스 모양(139562),밴드 소재(139563),스타일(139564),종류(139566),방식(139567),발목높이(139602),주요특징(139603),캐릭터명(139786),손 구분(139830),아이템(139836),장식(139859),아이템(139860),길이(139861),굽타입(139862),용도(139865),제품 소재(140698),세탁방법(140702),KC인증번호(140740),사용방법(140746),KC인증 필 유무(140856),사용연령(140864),KC인증정보(140870),재질/원료/성분명(140878),용도(140902),홈페이지 주소(140903),내열온도(140905),내냉온도(140906),영업신고(허가)번호(140921),인증(140933),품질보증기간(140940),종류(140952),제조년월(140958),섬유제품 취급에 관한 표시(140959),섬유의 조성 및 혼용율(140962),제품특징(140963),사용용도(140964),가격(140966)
8809404600968,11020303,패션잡화>남성신발>스니커즈/슬립온/슬리퍼>슬리퍼,KOREA HOUSE EVA 쿠션왕 통삼선 슬리퍼 270mm,EVA 쿠션왕 통삼선 슬리퍼 270mm,EVA Cushion King 3L Slipper,,EVA 쿠션왕 통삼선 슬리퍼 270mm,,,"구분=제조/생산|:|이름=FUZHOU PROSPEROUS YEAR I/E CO.,LTD.|:|주소=
구분=수입판매|:|이름=케이티무역(주) KㆍT TRADING CO.,LTD.|:|주소=경기도 광주시 곤지암읍 경충대로 187-26",수입제품,원산지=중국,"케이티무역(주) KㆍT TRADING CO.,LTD.",KOREA HOUSE,단일,규격=270(mm),,1,,230.0,43.8,21.8,9.8,,기타유형,,비닐류(PE),N,N,"[[기타 주의사항]]
# 기름이나 물기가 많은 곳에서 미끄럼에 주의하십시오.
# 직사광선에 장시간 노출시킬 경우 제품에 변형이 생길 수 있습니다.
# 본 상품은 상표등록제품으로 무단복제시 법적 처벌을 받을 수 있습니다.
# 본 상품은 디자인등록제품으로 무단복제시 법적 처벌을 받을 수 있습니다.",,"031-765-2215 (전화), 031-765-2216 (팩스) (케이티무역(주))",,# 사용연령 : 만 14세 이상 사용권장,,2023-11-22 14:46:26,2023-12-09 07:00:06,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F801e1482-bd26-4888-9e6f-080830144718%2F801e1482-bd26-4888-9e6f-080830144718_front_angle_1000.jpg?alt=media&token=2d58cbad-1381-43c4-8a61-f464d41d76f2,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F801e1482-bd26-4888-9e6f-080830144718%2F801e1482-bd26-4888-9e6f-080830144718_front_angle_1000.png?alt=media&token=e9564b44-6113-40f0-822a-022bfa834754,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F801e1482-bd26-4888-9e6f-080830144718%2F801e1482-bd26-4888-9e6f-080830144718_front_angle_250.jpg?alt=media&token=18fc4998-e51f-4f3b-8444-655cf4970384,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F801e1482-bd26-4888-9e6f-080830144718%2F801e1482-bd26-4888-9e6f-080830144718_front_angle_250.png?alt=media&token=a6942566-b17e-4ca8-844e-3662f416c967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVA,,,,,블랙,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,재질 :: EVA,,"www.kt01.co.kr, www.ekttrading.com",,,,,,,,,,,,
8809404600975,11020303,패션잡화>남성신발>스니커즈/슬립온/슬리퍼>슬리퍼,KOREA HOUSE EVA 쿠션왕 통삼선 슬리퍼 280mm,EVA 쿠션왕 통삼선 슬리퍼 280mm,EVA Cushion King 3L Slipper,,EVA 쿠션왕 통삼선 슬리퍼 280mm,,,"구분=제조/생산|:|이름=FUZHOU PROSPEROUS YEAR I/E CO.,LTD.|:|주소=
구분=수입판매|:|이름=케이티무역(주) KㆍT TRADING CO.,LTD.|:|주소=경기도 광주시 곤지암읍 경충대로 187-26",수입제품,원산지=중국,"케이티무역(주) KㆍT TRADING CO.,LTD.",KOREA HOUSE,단일,규격=280(mm),,1,,230.0,43.5,21.8,9.1,,기타유형,,비닐류(PE),N,N,"[[기타 주의사항]]
# 기름이나 물기가 많은 곳에서 미끄럼에 주의하십시오.
# 직사광선에 장시간 노출시킬 경우 제품에 변형이 생길 수 있습니다.
# 본 상품은 상표등록제품으로 무단복제시 법적 처벌을 받을 수 있습니다.
# 본 상품은 디자인등록제품으로 무단복제시 법적 처벌을 받을 수 있습니다.",,"031-765-2215 (전화), 031-765-2216 (팩스) (케이티무역(주))",,# 사용연령 : 만 14세 이상 사용권장,,2023-11-22 14:50:35,2023-12-09 07:00:06,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F0ebe672c-d439-4d27-aa04-1c2b6a0941ba%2F0ebe672c-d439-4d27-aa04-1c2b6a0941ba_front_angle_1000.jpg?alt=media&token=ef4c0c1e-cff5-4016-97d8-2e4f7e89decd,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F0ebe672c-d439-4d27-aa04-1c2b6a0941ba%2F0ebe672c-d439-4d27-aa04-1c2b6a0941ba_front_angle_1000.png?alt=media&token=3bab5b1f-05e0-458c-8cca-e56ee053a6ab,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F0ebe672c-d439-4d27-aa04-1c2b6a0941ba%2F0ebe672c-d439-4d27-aa04-1c2b6a0941ba_front_angle_250.jpg?alt=media&token=f497487a-c389-4bce-bb45-c05b31f9dc66,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F0ebe672c-d439-4d27-aa04-1c2b6a0941ba%2F0ebe672c-d439-4d27-aa04-1c2b6a0941ba_front_angle_250.png?alt=media&token=74d7ee83-6592-4bf4-89bc-3516fe764ebd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVA,,,,,블랙,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,재질 :: EVA,,"www.kt01.co.kr, www.ekttrading.com",,,,,,,,,,,,
8809019690323,11160101,패션잡화>유니섹스신발>유니섹스신발류>실내화,코리아트 지압화 FREE SIZE,코리아트 지압화,KORIArt SLIPPER,,코리아트 지압화,,,구분=수입|:|이름=(주)코텍스|:|주소=부산광역시 강서구 봉림동 653-6,수입제품,원산지=중국,(주)코텍스,KORIArt,단일,,,1,,220.0,19.0,40.8,5.8,,기타유형,,비닐류(PP),N,N,"[[주의사항]]
# 화기에 가까이 두지 말것",구입처,051-866-5211,"# Best of Best!!
# HAND MADE
# 가정용품 전문메이커 두헌산업의 코리아트 지압화는 엄선된 재료와 엄격한 품질관리를 거쳐 생산되는 깨끗하고 위생적인 고급 지압화입니다. 가정용품의 선택시에는 품질이 뛰어나고 경제적인 코리아트 제품을 권해 드립니다.",,,2023-11-22 17:49:36,2023-12-09 07:00:06,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fc81b0555-4d02-4bd1-6b01-69eba3dd1178%2Fc81b0555-4d02-4bd1-6b01-69eba3dd1178_front_angle_1000.jpg?alt=media&token=34ee4c65-02f1-4c95-82b4-34b79ef7c77a,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fc81b0555-4d02-4bd1-6b01-69eba3dd1178%2Fc81b0555-4d02-4bd1-6b01-69eba3dd1178_front_angle_1000.png?alt=media&token=819ba8f6-e4eb-45b8-9ffc-d8b0d0c38e35,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fc81b0555-4d02-4bd1-6b01-69eba3dd1178%2Fc81b0555-4d02-4bd1-6b01-69eba3dd1178_front_angle_250.jpg?alt=media&token=c83d6640-be8d-4cb2-bf24-d7d70d7f28a4,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fc81b0555-4d02-4bd1-6b01-69eba3dd1178%2Fc81b0555-4d02-4bd1-6b01-69eba3dd1178_front_angle_250.png?alt=media&token=6a5ef6a8-f3fe-4a45-8725-c01f8879f810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,"재질 :: 면, T/C, E.V.A.",,,,,,,,,,,,,,
8809264799055,11160101,패션잡화>유니섹스신발>유니섹스신발류>실내화,coucouciel 거실화 진 레빗,거실화,,,거실화,,,구분=제조/생산|:|이름=S.Y.C|:|주소=,국내제품,제조국=대한민국(국산),S.Y.C,coucouciel|:|꾸꾸씨엘,단일,,,1,,250.0,26.2,33.2,6.5,,기타유형,,비닐류(PP),N,N,,,,"# ""꾸꾸씨엘""과 함께하는 행복한 공간","# coucouciel™
_ style your space
# 접착방법 : 봉제 및 고압축식",,2023-11-23 09:22:27,2023-12-13 07:00:06,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F63e3f5ec-c53d-4d83-c4bd-f816e07ee6c7%2F63e3f5ec-c53d-4d83-c4bd-f816e07ee6c7_front_angle_1000.jpg?alt=media&token=f4d454b3-5d46-41b4-b111-1114f7cf7035,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F63e3f5ec-c53d-4d83-c4bd-f816e07ee6c7%2F63e3f5ec-c53d-4d83-c4bd-f816e07ee6c7_front_angle_1000.png?alt=media&token=88a1b3ca-0cfc-4daf-a38a-de89e5a2b843,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F63e3f5ec-c53d-4d83-c4bd-f816e07ee6c7%2F63e3f5ec-c53d-4d83-c4bd-f816e07ee6c7_front_angle_250.jpg?alt=media&token=3c711981-5256-4a77-ac0d-f2e34221fd87,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F63e3f5ec-c53d-4d83-c4bd-f816e07ee6c7%2F63e3f5ec-c53d-4d83-c4bd-f816e07ee6c7_front_angle_250.png?alt=media&token=f2406870-c871-4400-8e68-0ac5df2b9963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,"재질 :: 상피-면, 창재료-레자및EVA",,,,,,,,,,,,,,
8809158525555,11160101,패션잡화>유니섹스신발>유니섹스신발류>실내화,SUNG MOON 라인점보 실내화,라인점보,INDDOR SLIPPER,,라인점보,,,구분=제조/판매|:|이름=성문 인터내셔날|:|주소=인천 서구 가좌동 178-334,수입제품,제조국=중국,성문 인터내셔날,SUNG MOON|:|성문,단일,,,1,,120.0,27.5,34.3,7.5,,기타유형,,"비닐류(PP),플라스틱(PVC)",N,N,,,,"# Beauty House Wares
# Our company is made beauty house wares only SUNG MOON
# INDOOR SLIPPER
_ SUNG MOON",# HAND MADE,,2023-11-23 09:40:46,2023-12-13 07:00:06,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F3aca14af-e626-4d04-5dd4-b7b904ac7944%2F3aca14af-e626-4d04-5dd4-b7b904ac7944_front_angle_1000.jpg?alt=media&token=f8fcd3bb-9068-4d72-883e-29d61190840c,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F3aca14af-e626-4d04-5dd4-b7b904ac7944%2F3aca14af-e626-4d04-5dd4-b7b904ac7944_front_angle_1000.png?alt=media&token=e0838c8f-2b1c-450e-9d7f-7e28c8969297,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F3aca14af-e626-4d04-5dd4-b7b904ac7944%2F3aca14af-e626-4d04-5dd4-b7b904ac7944_front_angle_250.jpg?alt=media&token=9f14fa89-8f75-4d5f-9b51-c1ed737d8569,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F3aca14af-e626-4d04-5dd4-b7b904ac7944%2F3aca14af-e626-4d04-5dd4-b7b904ac7944_front_angle_250.png?alt=media&token=e4655cd1-b6e5-41ab-8905-e9f805147d5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,"재질 :: T/C, 면, EVA 자가드, 옥스포드, PVC",,,,,,,,,,,,,,
8809220073007,11160101,패션잡화>유니섹스신발>유니섹스신발류>실내화,천지 거실화,거실화,,,거실화,,,구분=제조/판매|:|이름=천지|:|주소=부산광역시 사상구 새벽시장로 92-25,국내제품,제조국=대한민국(국산),천지,천지,단일,,,1,,,,,,,기타유형,,비닐류(PP),N,N,,구입처 및 당사,051-322-2394 (천지),,,,2023-11-23 10:17:55,2023-12-13 07:00:06,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fe287890d-32e0-42a2-a3ee-09a1ef0eaebe%2Fe287890d-32e0-42a2-a3ee-09a1ef0eaebe_front_angle_1000.jpg?alt=media&token=226b0c52-2685-4e4a-8089-2f5a58dbb8d3,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fe287890d-32e0-42a2-a3ee-09a1ef0eaebe%2Fe287890d-32e0-42a2-a3ee-09a1ef0eaebe_front_angle_1000.png?alt=media&token=339c704f-35fb-4dbf-8eb3-a57175a6242d,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fe287890d-32e0-42a2-a3ee-09a1ef0eaebe%2Fe287890d-32e0-42a2-a3ee-09a1ef0eaebe_front_angle_250.jpg?alt=media&token=110eb03b-0f70-4eeb-bf7f-210f430dea27,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fe287890d-32e0-42a2-a3ee-09a1ef0eaebe%2Fe287890d-32e0-42a2-a3ee-09a1ef0eaebe_front_angle_250.png?alt=media&token=4ecb66d2-f72e-475d-a719-1fc167984b3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,"재질 :: EVA, 스폰지, 폴리에스터",,,80.0,-20.0,,,,,,,,,,
8809823520373,11060508,패션잡화>여성신발>샌들/슬리퍼>슬리퍼,프리미엄 다용도 말랑말랑 슬리퍼 블루 (여성용),프리미엄 다용도 말랑말랑 슬리퍼 (여성용),,,프리미엄 다용도 말랑말랑 슬리퍼 (여성용),,,구분=제조/판매|:|이름=케이티무역(주)|:|주소=경기도 광주시 곤지암읍 경충대로 187-26,국내제품,제조국=대한민국(국산),케이티무역(주),,단일,,,1,,250.0,25.0,35.0,9.5,,기타유형,,비닐류(PP),N,N,"[[기타 주의사항]]
#1 본 제품은 상표 등록 제품으로 무단 복제시 법적 처벌을 받을 수 있습니다.
#2 물기가 있는 곳에서 사용하실 경우 미끄러울 수 있으니 주의하십시오.",,031-765-2215 (케이티무역(주)),"# -실내·실외 공용-
# 여성용 프리사이즈
# 최고급 EVA 소재로 가볍고 부드러워 발이 편해요.",,,2023-11-23 10:38:17,2023-12-13 07:00:06,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F73630e79-3814-4ede-2f45-41cf764aa5fa%2F73630e79-3814-4ede-2f45-41cf764aa5fa_front_angle_1000.jpg?alt=media&token=34867e2b-b0a5-4f32-a392-7687d013a1cf,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F73630e79-3814-4ede-2f45-41cf764aa5fa%2F73630e79-3814-4ede-2f45-41cf764aa5fa_front_angle_1000.png?alt=media&token=94e02a62-9dbe-4616-b5d9-726ef5128f21,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F73630e79-3814-4ede-2f45-41cf764aa5fa%2F73630e79-3814-4ede-2f45-41cf764aa5fa_front_angle_250.jpg?alt=media&token=b9b0db78-6aa8-4a7d-b26b-6af65ac12017,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F73630e79-3814-4ede-2f45-41cf764aa5fa%2F73630e79-3814-4ede-2f45-41cf764aa5fa_front_angle_250.png?alt=media&token=f19a6c2d-e30c-45b5-a619-495c056b6eeb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVA,,,,여성용,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,재질 :: EVA,,,,,,,,,,,,,,
8809000131521,11100606,패션잡화>패션소품>스타킹>팬티스타킹,스타킹월드 월드 써포트 팬티스타킹 살구 M-L,월드 써포트 팬티스타킹 살구,World-support,,월드 써포트 팬티스타킹,,WD-36009,구분=제조/생산|:|이름=(주)스타킹월드|:|주소=경기도 안산시 단원구 신단로 163번길 65-1,국내제품,제조국=대한민국(국산),(주)스타킹월드,스타킹월드,단일,사이즈=M-L,,1,,37.0,13.4,0.3,21.3,,평면형,,,N,N,"[[기타 주의사항]]
# 제품을 뒤집어 손세탁 하시면 제품 수명을 연장 시킬 수 있습니다.
# 짙은 색상의 제품은 반드시 분리해서 세탁하여 주십시오.",,031-495-4507,"# 고탄력 팬티 스타킹
# 색상 살구
# 유혹의 시선이 새로워진다",,,2022-04-25 10:28:00,2022-06-29 16:24:55,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F58a5e556-f977-490c-e068-da1749daa66c%2F58a5e556-f977-490c-e068-da1749daa66c_front_angle_1000.jpg?alt=media&token=3531a0f6-d228-4e16-aedd-eafd1cb3e1cd,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F58a5e556-f977-490c-e068-da1749daa66c%2F58a5e556-f977-490c-e068-da1749daa66c_front_angle_1000.png?alt=media&token=d3650df0-2698-4c74-a619-ee6991aac137,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F58a5e556-f977-490c-e068-da1749daa66c%2F58a5e556-f977-490c-e068-da1749daa66c_front_angle_250.jpg?alt=media&token=8b393428-94e9-48e0-8c2b-2a93d5c02c36,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F58a5e556-f977-490c-e068-da1749daa66c%2F58a5e556-f977-490c-e068-da1749daa66c_front_angle_250.png?alt=media&token=f48fdf12-471f-4b5c-96ee-78dcc925aa37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,www.stocking.co.kr,,,,,,,,햇빛/옷걸이에 걸어서 건조;손으로 짜면 안됨;드라이클리닝 불가함;물온도 30℃로 세탁/세탁기 사용 불가/손세탁 약하게 가능/중성세제 사용;불꽃주의;손세탁 가능,"# 나일론, 폴리우레탄",,,
8809158525784,11160101,패션잡화>유니섹스신발>유니섹스신발류>실내화,SUNG MOON 큰하트 거실화,거실화,INDOOR SLIPPER,,스틱카,,,"구분=제조/판매|:|이름=성문 인터내셔날|:|주소=인천 서구 가좌동 178-334
구분=수입판매|:|이름=성문인터내셔날|:|주소=경기도 김포시 통진읍 마송리 388",수입제품,제조국=중국,성문 인터내셔날,SUNG MOON,단일,,,1,,154.0,27.5,32.0,8.0,,봉지형,,비닐류(PP),N,N,,"구입처, 경기도 김포시 통진읍 마송리 388",031-997-6083,"# Our company is made beauty house wares only SUNG MOON
# Beauty House Wares","# 품질보중서
_1 본 제품은 엄격한 품질관리와 공정관리를 거쳐 생산되었으며 외관, 규격, 물성 검사에서 합격한 제품입니다.
_2 제품의 수명을 연장시키기 위하여 본 제품에 표시되어 있는 섬유혼용율, 치수, 세탁방법을 사용 전에 반드시 확인하십시오.
_3 피해보상 또는 수선을 원하실 때에는 영수증과 품질 보증서를 지참하여 본 제품 구입점 또는 본사로 연락하여 주십시오.",,2023-03-09 13:28:16,2023-03-23 07:00:07,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fad49b8e4-d848-4df9-cd60-bd8acb0e2f03%2Fad49b8e4-d848-4df9-cd60-bd8acb0e2f03_front_angle_1000.jpg?alt=media&token=c8363be4-c213-4325-8541-f46a3f24f174,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fad49b8e4-d848-4df9-cd60-bd8acb0e2f03%2Fad49b8e4-d848-4df9-cd60-bd8acb0e2f03_front_angle_1000.png?alt=media&token=a1c0b98a-1a6c-4944-b490-9e960b65f080,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fad49b8e4-d848-4df9-cd60-bd8acb0e2f03%2Fad49b8e4-d848-4df9-cd60-bd8acb0e2f03_front_angle_250.jpg?alt=media&token=208cb5d7-35a9-419a-aad4-c507af196a41,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fad49b8e4-d848-4df9-cd60-bd8acb0e2f03%2Fad49b8e4-d848-4df9-cd60-bd8acb0e2f03_front_angle_250.png?alt=media&token=92e792ee-9730-460d-ae16-3f4738cfd9cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PVC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,"재질 :: T/C, 면, EVA 자가드, 옥스포드, PVC",,,,,,,,,2022년 08월,,,,,
8809229320829,11100501,패션잡화>패션소품>스카프>롱,ide@34 스마캡(요술스카프) 53cm x 24cm,스마캡(요술스카프),,,스마캡(요술스카프),,,구분=판매|:|이름=아이디어 상사|:|주소=서울시 강서구 화곡동 885-3,국내제품,제조국=대한민국(국산),아이디어 상사,ide@34,단일,사이즈=53 x 24,,1,,45.5,18.2,28.0,0.3,,평면형,,종이,N,N,,판매원 및 구입처,02-2693-8952 (아이디어 상사),"# 늘리고, 당기고 비틀어서 자유롭게 연출하는 - 스마캡 멀티 스카프
# TV홈쇼핑
_ 국내홈쇼핑 히트상품!
# 야외 활동시 언제 어디서나 쓰이는 다목적 장신구 바람, 비, 태양에도 견뎌낼 수 있는 편리함
# 내구성 빠른 건조력과 변형되지 않는 소재로 만들어 졌습니다.
# 땀배출기능
# 보온기능",,,2023-03-10 14:58:53,2023-03-22 07:00:07,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F89cd630f-01cf-4a08-f631-72653ebe2963%2F89cd630f-01cf-4a08-f631-72653ebe2963_front_angle_1000.jpg?alt=media&token=7069d3ea-5868-49e7-b81b-2a076b754ca3,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F89cd630f-01cf-4a08-f631-72653ebe2963%2F89cd630f-01cf-4a08-f631-72653ebe2963_front_angle_1000.png?alt=media&token=bf149aed-a160-4d05-aa0f-8deb287d8783,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F89cd630f-01cf-4a08-f631-72653ebe2963%2F89cd630f-01cf-4a08-f631-72653ebe2963_front_angle_250.jpg?alt=media&token=86153d6b-40f3-4cca-abf1-f681874af763,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2F89cd630f-01cf-4a08-f631-72653ebe2963%2F89cd630f-01cf-4a08-f631-72653ebe2963_front_angle_250.png?alt=media&token=0e60b0ef-adde-422b-b6f9-175199bfc8da,,,,,,,롱,,,,,,,,,,,,,,,,,,,,,,,블루;화이트;오렌지,,플라워,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,"기계 건조 할 수 없음;다림질 할 수 없음;드라이클리닝 불가함;산소, 염소계 표백제로 표백할 수 없음;손세탁 가능",,,,
8809178208414,11020303,패션잡화>남성신발>스니커즈/슬립온/슬리퍼>슬리퍼,EVA 슬리퍼 시리즈 270,EVA슬리퍼시리즈,Cozy EVA slipper,,EVA슬리퍼시리즈,,,구분=제조/판매|:|이름=(주)동신씨앤티|:|주소=,국내제품,제조국=대한민국(국산),(주)동신씨앤티,,단일,규격=Free|:|(규격)=270,,1,,372.5,19.5,38.0,6.0,,봉지형,,비닐류(PP),N,N,"[[주의사항]]
# 화기 근처에 두지마시고, 사용시 미끄러짐에 주의하세요",,053-615-1089 ((주)동신씨앤티),"# 친환경EVA소재
# EVA소재를 사용하여 가볍고 미끄럼을 줄여줍니다.
# a place that is cosy is small, comfortable, and warm: The living room was warm and cosy.
# a situation that is cosy is comfortable and friendly: a cosy chat
# having a close connection or relactionship, especially one you do not approve of: He was accused of being too cosy with some clients
# ""최고의 소재 _ The Best Materials!""
# ""멋진 디자인 _ The Most fantastic Design!""
# ""가벼운 착용감 _ The Most comfortable Slippers!""",,,2023-03-17 09:08:36,2023-04-08 07:00:07,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fbea67640-5d4a-4d9c-9b56-0211dc075270%2Fbea67640-5d4a-4d9c-9b56-0211dc075270_front_angle_1000.jpg?alt=media&token=b412db69-c611-4c32-b8d9-0d63aaf96412,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fbea67640-5d4a-4d9c-9b56-0211dc075270%2Fbea67640-5d4a-4d9c-9b56-0211dc075270_front_angle_1000.png?alt=media&token=813580f7-f6fe-4231-befa-32bab06681f2,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fbea67640-5d4a-4d9c-9b56-0211dc075270%2Fbea67640-5d4a-4d9c-9b56-0211dc075270_front_angle_250.jpg?alt=media&token=06434d2d-1ad0-4e6e-8776-a29a3635a58c,https://firebasestorage.googleapis.com/v0/b/steady-copilot-206205.appspot.com/o/goods%2Fbea67640-5d4a-4d9c-9b56-0211dc075270%2Fbea67640-5d4a-4d9c-9b56-0211dc075270_front_angle_250.png?alt=media&token=504ca027-d19d-4966-9350-73bbd75da9a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EVA,,,,,블랙;오렌지;화이트,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,재질 :: EVA / PVC,,www.slippers.kr,,,,,,,,,,,,
